Event Title,Appearances
b'A Hearty Helping of Kindness',"b'???, Manhattan Cafe, Monologue, Special Week'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Manhattan Cafe, Monologue, Sasami Anshinzawa'"
b'Dreamwalker',"b'Manhattan Cafe, Monologue'"
b'Migraine Blues',"b'Manhattan Cafe, Monologue'"
b'At Long Last...',"b'Announcement?, Manhattan Cafe, Monologue'"
b'One with the Shadows',"b'Agnes Tachyon, Manhattan Cafe, Monologue'"
b'Within a World of Illusion',"b'Manhattan Cafe, Monologue'"
"b'Matte World, Glossed Over Skills'","b""Caster, Monologue, New Trainer A, Skilled Trainer A, Tosen Jordan, Tosen Jordan's Friend A, Tosen Jordan's Friend B, Tosen Jordan's Friends"""
b'Solid Color Manicure: Bold and Brash',"b'Classmate, Monologue, Teacher A, Tosen Jordan'"
b'My Kind of Accent Nail',"b'Monologue, Tosen Jordan'"
b'Nothing Shines Like Aurora Nails',"b'Caster, Gold Ship, Monologue, New Trainer A, Skilled Trainer A, Tosen Jordan'"
b'Contrasting Accents',"b""Monologue, Tosen Jordan, Tosen Jordan's Friend"""
"b'Clear Coat vs All White, Nail Art vs French Manicure'","b'Monologue, Tosen Jordan'"
b'Approaching the Perfect Sculpted Nail',"b""Game Operator, Monologue, Tosen Jordan, Tosen Jordan's Friend"""
b'Introducing Tosen Jordan!',"b'Daitaku Helios, Director Akikawa, Gold City, Gold Ship, Mejiro Palmer, Monologue, Tazuna Hayakawa, Teacher, Tosen Jordan, Winning Ticket'"
b'Before the Debut',"b'Mejiro Palmer, Monologue, Tosen Jordan'"
b'After the Debut Race: I Wanna Win!',"b'Daitaku Helios, Gold City, Mejiro Palmer, Monologue, Reporter A, Tosen Jordan, Umamusume A'"
b'Before the Hopeful S.',"b'Monologue, Tosen Jordan'"
b'After the Hopeful S.: Did I Do It?',"b'Monologue, Reporter A, Reporter B, Reporter C, Reporter D, Reporter in Flat Cap, Reporters, Tosen Jordan'"
"b""New Year's Resolutions""","b'All Three, Classmate A, Daitaku Helios, Helios and Palmer, Mejiro Palmer, Monologue, Tosen Jordan'"
b'Split',"b'Gold City, Monologue, Palmer and Helios, Reporter in Flat Cap, Tosen Jordan, Umamusume A, Umamusume B, Umamusume C, Umamusume D'"
b'Ouch',"b'Doctor, Monologue, Reporter in Flat Cap, Teacher A, Teacher B, Tosen Jordan'"
b'Before the Satsuki Sho',"b'Monologue, Nakayama Festa, Tosen Jordan'"
b'After the Satsuki Sho: See That?',"b'Caster, Doctor, Everyone, Fan A, Fan B, Gyaru A, Gyaru B, Gyaru C, Gyaru D, Gyaru E, Gyarus, Monologue, Nakayama Festa, Tosen Jordan'"
b'After the Satsuki Sho: Wanna Run',"b'Caster, Doctor, Everyone, Fan A, Fan B, Gyaru A, Gyaru B, Gyaru C, Gyaru D, Gyaru E, Gyarus, Monologue, Nakayama Festa, Tosen Jordan'"
b'Why Not?',"b'Gold City, Gyaru A, Gyaru B, Gyarus, Happy Meek, Jordan and Friends, Local A, Local B, Monologue, Teacher, Tosen Jordan, Trainer Kiryuin'"
b'Summer Camp (Year 2) Begins!',"b'Monologue, Tosen Jordan'"
b'At Summer Camp (Year 2)',"b'Gold Ship, Gyaru A, Gyaru B, Gyaru C, Gyarus, Monologue, Tosen Jordan, Yakisoba Seller?'"
b'Summer Camp (Year 2) Ends',"b'Gyaru A, Gyaru B, Jordan (LANE), Monologue, Tosen Jordan'"
b'Before the Copa Republica Argentina',"b'Daitaku Helios, Gyaru A, Gyaru B, Gyaru C, Gyaru D, Gyarus, Mejiro Palmer, Monologue, Tosen Jordan'"
b'After the Copa Republica Argentina: On Fire!',"b'Caster, Daitaku Helios, Doctor, Gold Ship, Gyaru A, Gyaru B, Gyarus, Mejiro Palmer, Monologue, New Trainer A, Passerby A, Passerby B, Skilled Trainer A, Skilled Trainer B, Tosen Jordan'"
b'After the Copa Republica Argentina: I Can Do It',"b'Caster, Daitaku Helios, Doctor, Gold Ship, Gyaru A, Gyaru B, Gyarus, Mejiro Palmer, Monologue, New Trainer A, Passerby A, Passerby B, Skilled Trainer A, Skilled Trainer B, Tosen Jordan'"
b'Before the Arima Kinen',"b'Caster, Gyaru A, Gyarus, Monologue, Spectators, Tosen Jordan'"
b'After the Arima Kinen: Empty',"b'Air Groove, Announcer, Caster, Fuji Kiseki, Gyaru A, Gyaru B, Gyaru C, Gyarus, Mejiro McQueen, Mejiro Palmer, Monologue, Special Week, Tosen Jordan, Zenno Rob Roy'"
b'After the Arima Kinen: Unreal',"b'Air Groove, Caster, Fuji Kiseki, Gyaru A, Gyaru B, Gyaru C, Gyarus, Mejiro McQueen, Monologue, Special Week, Tosen Jordan, Zenno Rob Roy'"
"b""New Year's Shrine Visit""","b'Gyaru A, Gyaru B, Monologue, Tosen Jordan'"
b'Just a Dummy',"b'Gyaru A, Gyaru B, Gyaru C, Gyaru D, Gyaru E, Gyarus, Monologue, Teacher, Tosen Jordan'"
b'Raffle Time!',"b'Monologue, Raffle Clerk, Tosen Jordan'"
"b""Valentine's Day""","b'Biwa Hayahide, Gyaru A, Gyaru B, Nearby Umamusume A, Nearby Umamusume B, Tosen Jordan, Winning Ticket'"
b'Before the Osaka Hai',"b'Fellow Trainer, Gold Ship, Monologue, Tosen Jordan'"
b'After the Osaka Hai: All the Way',"b'Gold Ship, Monologue, Tosen Jordan'"
b'Fan Fest',"b'???, Gold Ship, Ikuno Dictus, Mejiro Ardan, Monologue, Super Creek, Tosen Jordan, Turbo and Golshi, Twin Turbo, Young Umamusume'"
b'Before the Tenno Sho (Spring)',"b'Biwa Hayahide, Fan A, Fan B, Gold Ship, Monologue, Tosen Jordan'"
b'After the Tenno Sho (Spring): Again!',"b'Caster, Gold Ship, Monologue, Tosen Jordan'"
b'Before the Takarazuka Kinen',"b'Fan A, Fan B, Monologue, Nakayama Festa, Tosen Jordan'"
b'After the Takarazuka Kinen: No Joke',"b'Caster, Gold Ship, Monologue, Nakayama Festa, Tosen Jordan'"
b'Summer Camp (Year 3) Begins!',"b'Monologue, Sakura Bakushin O, Tosen Jordan'"
b'Summer Camp (Year 3) Ends',"b'Daitaku Helios, Gold City, Mejiro Palmer, Monologue, New Trainer, Sakura Bakushin O, Skilled Trainer, Tosen Jordan'"
"b'I May Be a Dummy, But...'","b'Daitaku Helios, Fellow Trainer, Gold City, Gyaru A, Gyaru B, Gyarus, Mejiro Palmer, Moderator, Monologue, Reporter A, Reporter B, Tosen Jordan'"
b'Before the Tenno Sho (Autumn)',"b'Caster, Daitaku Helios, Fan A, Fan B, Fan C, Gold City, Gold Ship, Gyaru A, Gyaru C, Mejiro Palmer, Spectator D, Spectator E, Spectator F, Spectator G, Tosen Jordan'"
b'After the Tenno Sho (Autumn): Hype!',"b'Caster, Daitaku Helios, Fan A, Fan B, Fan C, Gold City, Gyarus, Mejiro Palmer, Monologue, Spectator D, Spectator E, Spectator F, Spectator G, Spectator H, Tosen Jordan'"
b'After the Tenno Sho (Autumn): Greatest',"b'Caster, Daitaku Helios, Fan A, Fan B, Fan C, Gold City, Gyarus, Mejiro Palmer, Monologue, Spectator D, Spectator E, Spectator F, Tosen Jordan'"
b'Holiday Season',"b'Monologue, Tosen Jordan, Winning Ticket'"
b'Hot Spring Getaway',"b'Monologue, Tosen Jordan'"
b'Ending (Normal)',"b'Daitaku Helios, Gold Ship, Gyarus, Mejiro Palmer, Monologue, Tosen Jordan'"
b'With Gratitude and Respect',"b'Gold Ship, Gyaru A, Gyarus, Gyarus B and C, Jordan and Friends, Mejiro Palmer, Monologue, Teacher, Tosen Jordan'"
b'Race Fatigue',"b'Monologue, Tosen Jordan'"
b'Get Well Soon!',"b'Monologue, Tosen Jordan'"
b'Ready for a Challenge',b'Tosen Jordan'
b'Not This Time!',b'Tosen Jordan'
b'Claw Machine!',"b'Monologue, Tosen Jordan'"
b'Claw Machine: Great Success!',"b'Monologue, Tosen Jordan'"
b'Claw Machine: Success!',"b'Monologue, Tosen Jordan'"
b'Claw Machine: Failure...',"b'Monologue, Tosen Jordan'"
b'Claw Machine: Great Success!',"b'Monologue, Tosen Jordan'"
b'Claw Machine: Success!',"b'Monologue, Tosen Jordan'"
b'Master Trainer',"b'Gold City, Tosen Jordan'"
b'Dance Lesson',"b'Monologue, Tosen Jordan'"
b'Fan Letter',"b'Monologue, Tosen Jordan'"
"b""Who Says Horror's Fake?""","b'Monologue, Ritto Dorm Resident, Students, Tosen Jordan'"
b'Who Said More Is Better?!',"b'Monologue, Teacher A, Teacher B, Teacher C, Teachers, Tosen Jordan'"
b'I Even Marked My Calendar',"b'Manager, Monologue, Tosen Jordan'"
b'Super Spicy Cheer Battle!',"b'???, Daitaku Helios, Gold Ship, Monologue, Nakayama Festa, Students, Tosen Jordan'"
b'Baby Steps!',"b'Gold City, Monologue, Tosen Jordan'"
b'Press-On Positivity!',"b'Daiwa Scarlet, Monologue, Tosen Jordan'"
b'Enjoy the Moment!',"b'Daitaku Helios, Helios and Palmer, Manager, Mejiro Palmer, Monologue, Tosen Jordan'"
b'Just Because',"b'Monologue, Staff Member, Tosen Jordan'"
b'Gotta Start Somewhere',"b'Cosmetics Store Staff, Gold Ship, Japanese Restaurant Staff, Monologue, Tosen Jordan, Umamusume A'"
b'Gyaru Talks Art',"b'Monologue, Tosen Jordan'"
b'Trends Come and Go!',"b'Maruzensky, Monologue, Restaurant Owner, Tosen Jordan'"
b'Layers of Exams',"b'Monologue, Teacher, Tosen Jordan'"
b'We Got Swapped?!',"b'Monologue, Sakura Bakushin O?, Tosen Jordan, Tosen Jordan?, Tosen and Bakushin O'"
b'Night Owl',"b'Monologue, Tosen Jordan'"
b'Skin Troubles',"b'Monologue, Tosen Jordan'"
b'After Repeated Races...',"b'Monologue, Tosen Jordan'"
b'Victory!',b'Tosen Jordan'
b'Solid Showing',b'Tosen Jordan'
b'Defeat',"b'Monologue, Tosen Jordan'"
b'No More Losing!',b'Tosen Jordan'
b'Sleep Deprived',"b'Monologue, Tosen Jordan'"
b'All Refreshed',"b'Monologue, Tosen Jordan'"
b'Well-Rested!',"b'Monologue, Tosen Jordan'"
b'Praying at the Shrine!',"b'???, Monologue, Nakayama Festa, Tosen Jordan, Winning Ticket'"
b'Slacking Off',"b'Monologue, Tosen Jordan'"
"b""Don't Overdo It!""","b'Monologue, Tosen Jordan'"
b'At the Infirmary',"b'???, Monologue, Nail Strengthener EX, Opponent Gyaru A, Opponent Gyaru B, Tosen Jordan'"
b'Extra Training',"b'Eishin Flash, Monologue, Tosen Jordan'"
b'Back in Shape',"b'Gold City, Monologue, Tosen Jordan'"
"b""Super Size Special? I'm There! \xe2\x98\x86""","b'Daitaku Helios, Monologue, Store Announcement, Tosen Jordan'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Sasami Anshinzawa, Tosen Jordan'"
"b""Every Gyaru's Must-Have \xe2\x98\x86""","b'Monologue, Tosen Jordan'"
b'Migraine Blues',"b'Monologue, Tosen Jordan'"
b'Let the Glitter Take You',"b'Gold City, Monologue, Reporter A, Reporter B, Reporter C, Tosen Jordan'"
b'All-You-Can-Sing or Bust!',"b'Daitaku Helios, Monologue, Tosen Jordan'"
b'The Taste of Victory!',"b'Boy, Monologue, Tosen Jordan'"
b'Twinkling Eyes',"b'Chief Trainer, Mejiro Dober, Monologue'"
"b'Onward, Dreamer'","b'Chief Trainer, Mejiro Bright, Mejiro Dober, Monologue, Spectators'"
b'Blackout',"b'Chief Trainer, Doctor, Mejiro Dober, Monologue'"
"b""She's a Fighter""","b'Mejiro Dober, Monologue'"
b'Closing the Distance',"b'Mejiro Dober, Monologue'"
b'Colorful Memories',"b'Mejiro Dober, Monologue'"
b'For the Precious Little Ones',"b'Mejiro Dober, Monologue, Student A, Student B'"
b'Introducing Mejiro Dober!',"b'Mejiro Dober, Monologue, TV, Younger Student A, Younger Student B'"
b'Before the Debut',"b'???, Air Groove, Mejiro Bright, Mejiro Dober, Mejiro Ryan, Monologue'"
b'After the Debut: The First Step',b'Mejiro Dober'
b'Our Promise',"b'Dober and Bright, Mejiro Bright, Mejiro Dober, Monologue'"
b'Before the Hanshin J.F.',"b'Mejiro Dober, Monologue'"
b'After the Hanshin J.F.: Embracing Potential',"b'Female Spectator, Male Spectator, Mejiro Bright, Mejiro Dober, Monologue, Seeking the Pearl'"
"b""New Year's Resolutions""","b'Mejiro Dober, Monologue, TV'"
b'Before the Oka Sho',"b'Air Groove, Caster, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue'"
b'After the Oka Sho: Reliving the Past',"b'Air Groove, Caster, Commentator, Female Dober Fan, Female Spectator, Male Dober Fan, Mejiro Dober, Monologue, Spectators, Young Dober'"
b'A Trembling Heart',"b'Air Groove, Female Dober Fan, Male Dober Fan, Mejiro Bright, Mejiro Dober, Monologue'"
b'Before the Japanese Oaks',"b'Air Groove, Caster, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue'"
b'After the Japanese Oaks: Sparks Alight',"b'Air Groove, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue'"
b'Summer Camp (Year 2) Begins!',"b'Dober and Bright, Mejiro Bright, Mejiro Dober, Monologue'"
b'At Summer Camp (Year 2)',"b'Mejiro Dober, Monologue'"
b'Summer Camp (Year 2) Ends',"b'Mejiro Bright, Mejiro Dober, Monologue'"
b'Before the Shuka Sho',"b'Caster, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue'"
b'After the Shuka Sho: Holding the Crown Aloft',"b'???, Air Groove, Caster, Female Dober Fan, Male Dober Fan, Mejiro Ardan, Mejiro Dober, Monologue, Spectators'"
b'After the Shuka Sho: Taking that First Step Again',"b'Air Groove, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue'"
b'Heating Up',"b'Mejiro Dober, Monologue'"
b'Before the Arima Kinen',"b""Air Groove's Fan, Caster, Fan A, Mejiro Bright, Mejiro Dober"""
b'After the Arima Kinen: As the World Flickers',"b""Air Groove, Announcer, Commentator A, Commentator B, Commentator C, Dober's Fans, Fan A, Fan B, Groove's Fans, Mejiro Bright, Mejiro Dober, Monologue"""
b'After the Arima Kinen: So Far Away',"b'Air Groove, Announcer, Commentator A, Commentator B, Commentator C, Fan A, Fan B, Fan C, Mejiro Bright, Mejiro Dober, Monologue'"
"b""New Year's Shrine Visit""","b'Mejiro Bright, Mejiro Dober, Monologue'"
b'Raffle Time!',"b'Mejiro Dober, Monologue, Raffle Clerk'"
b'Dazzled by Sunlight',"b'Air Groove, Host A, Mejiro Bright, Mejiro Dober, Mejiro Ryan, Monologue'"
"b""Valentine's Day""","b'Mejiro Dober, Monologue'"
b'Before the Osaka Hai',"b'Fan A, Fan B, Female Dober Fan, Male Dober Fan, Mejiro Dober'"
b'After the Osaka Hai: The Unwavering Sun',"b'Air Groove, Caster, Mejiro Dober, Monologue'"
b'After the Osaka Hai: Clipped Wings',"b'Air Groove, Mejiro Dober, Monologue'"
b'Fan Fest',"b'Mejiro Dober, Monologue'"
b'Before the Tenno Sho (Spring)',"b'Caster, Mejiro Bright, Mejiro Dober, Monologue'"
"b""The Radiance of Spring's Light""","b'Air Groove, Caster, Mejiro Bright, Mejiro Dober, Monologue, Spectators'"
b'After the Tenno Sho (Spring): Blinding Brilliance',"b'Air Groove, Caster, Mejiro Bright, Mejiro Dober, Monologue, Spectators'"
b'After the Tenno Sho (Spring): Flickering Spring Light',"b'Air Groove, Caster, Mejiro Bright, Mejiro Dober, Monologue'"
b'After the Tenno Sho (Spring): Flickering Spring Light',"b'Air Groove, Mejiro Bright, Mejiro Dober, Monologue'"
b'Before the Takarazuka Kinen',"b'Air Groove, Mejiro Bright, Mejiro Dober, Silence Suzuka'"
b'After the Takarazuka Kinen: Revived and Ready',"b'Mejiro Dober, Monologue'"
b'Summer Camp (Year 3) Begins!',"b'Mejiro Dober, Monologue'"
b'Summer Camp (Year 3) Ends',"b'Mejiro Dober, Monologue'"
"b'A Yellow Flower, Proudly in Bloom'","b'Air Groove, Dober and Groove, Mejiro Dober, Monologue'"
b'Before the Fuchu Umamusume S.',b'Mejiro Dober'
"b""After the Fuchu Umamusume S.: Eyes on One's Ideal""","b'Caster, Female Dober Fan, Male Dober Fan, Mejiro Dober, Monologue, Reporter A'"
b'Before the Queen Elizabeth II Cup',"b'Air Groove, Caster, Mejiro Bright, Mejiro Dober, Monologue'"
b'After the Queen Elizabeth II Cup: An Era in Bloom',"b'Air Groove, Announcer, Caster, Commentator A, Commentator B, Mejiro Bright, Mejiro Dober, Monologue'"
b'Holiday Season',b'Mejiro Dober'
b'Hot Spring Getaway',"b'Mejiro Dober, Monologue'"
b'Ending (Normal)',"b'Mejiro Bright, Mejiro Dober, Monologue, Spectators, Younger Student, Younger Students'"
b'To the End of the World with You',"b'Mejiro Ardan, Mejiro Bright, Mejiro Dober, Mejiro Ryan, Monologue'"
b'Race Fatigue',"b'Mejiro Dober, Monologue'"
b'Get Well Soon!',"b'Mejiro Dober, Monologue'"
b'An Ounce of Courage',"b'Mejiro Dober, Monologue, Tazuna Hayakawa'"
b'Proof of Progress',"b'Mejiro Dober, Monologue, Tazuna Hayakawa'"
b'From Admiring to Admired',"b'Audience, Director Akikawa, Male Reporter, Mejiro Dober, Monologue, Reporter, Tazuna Hayakawa, Younger Student'"
b'Ready for a Challenge',b'Mejiro Dober'
b'Not This Time!',b'Mejiro Dober'
b'Claw Machine!',"b'Mejiro Dober, Monologue'"
b'Claw Machine: Great Success!',b'Mejiro Dober'
b'Claw Machine: Success!',b'Mejiro Dober'
b'Claw Machine: Failure...',b'Mejiro Dober'
b'Claw Machine: Great Success!',b'Mejiro Dober'
b'Claw Machine: Success!',b'Mejiro Dober'
b'Master Trainer',"b'Mejiro Dober, Mejiro McQueen, Mejiro Ryan'"
b'Dance Lesson',"b'Mejiro Dober, Monologue'"
b'Fan Letter',"b'Mejiro Dober, Mejiro Ryan, Young Dober, Young Ryan'"
"b'No Pictures, Please!'","b""Dober's Friend, Mejiro Dober, Monologue"""
b'Not Quite There',"b'Man A, Man B, Mejiro Dober, Monologue'"
b'Unexpected Fragrance',"b""Dober's Friend, Mejiro Dober, Monologue"""
b'Seeking the Summit',b'Mejiro Dober'
b'A Lovely Tea Time',"b'Mejiro Dober, Monologue'"
b'Hot Pot Derby?!',"b'Daiwa Scarlet, Everyone but Fine, Fine Motion, Hishi Amazon, Mejiro Dober, Monologue, Sweep Tosho'"
b'Who I Am Now',"b""Girl A, Girl's Father, Mejiro Dober, Monologue"""
"b""I'll Give It a Shot""","b'Air Groove, Fan A, Fan B, Fan C, Fan D, Fan E, Mejiro Dober, Monologue'"
b'A Wish to Light Up the Sky',"b'???, Mejiro Dober, Mejiro Ryan, Monologue'"
b'Friends and Fangirls',"b'Mejiro Dober, Monologue, Passerby A, Passerby B'"
b'Fluttering Hearts at Sunset',"b'Mejiro Dober, Monologue, Romance Manga Protagonist'"
b'Karaoke Challenge',"b'Event Staff, Mejiro Dober, Mejiro Ryan, Monologue, Passerby A, Passerby B, People in the Shopping District, Taiki Shuttle'"
b'World-Changing Darjeeling',"b'Mejiro Dober, Monologue, Seeking the Pearl'"
b'Night Owl',"b'Mejiro Dober, Monologue, Student A'"
b'Skin Troubles',"b'Mejiro Dober, Monologue'"
b'After Repeated Races...',"b'Mejiro Dober, Monologue'"
b'Victory!',b'Mejiro Dober'
b'Solid Showing',b'Mejiro Dober'
b'Defeat',b'Mejiro Dober'
b'No More Losing!',b'Mejiro Dober'
b'Sleep Deprived',"b'Mejiro Dober, Monologue'"
b'All Refreshed',b'Mejiro Dober'
b'Well-Rested!',"b'Mejiro Dober, Monologue'"
b'Praying at the Shrine!',"b'Elementary School Boy, Little Girl, Mejiro Dober, Monologue'"
b'Slacking Off',"b'Mejiro Dober, Monologue'"
"b""Don't Overdo It!""","b'Mejiro Dober, Monologue'"
b'At the Infirmary',"b'Mejiro Dober, Monologue'"
b'Extra Training',"b'Mejiro Dober, Monologue'"
b'Back in Shape',"b'Mejiro Dober, Monologue'"
"b""It's the Thought That's Sweetest""","b'Mejiro Dober, Mejiro Ryan, Monologue'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Mejiro Dober, Monologue, Sasami Anshinzawa'"
b'No Matter What!',"b'Mejiro Dober, Monologue'"
b'Migraine Blues',"b'Mejiro Dober, Monologue'"
b'Mejiro Colors',"b'Mejiro Dober, Monologue, Skilled Trainer A, Skilled Trainer B'"
b'The Aromatherapist',"b'Air Groove, King Halo, Mejiro Dober, Monologue, Seiun Sky, Silence Suzuka, Taiki Shuttle, Tokai Teio'"
"b'Like Mother, Like Daughter'","b'Mejiro Dober, Monologue'"
b'Every day is a new day.',"b'???, Fine Motion, Monologue, Owner of Ramen Joint, Regal Umamusume, Suit-clad Umamusume, Television'"
b'Life is not fair.',"b'Air Shakur, Caster, Fine Motion, Monologue, Security Captain'"
b'Hope is a waking dream.',"b'Air Shakur, Fine & Shakur, Fine Motion, Monologue, Security Captain, Young Fine Motion'"
b'A small step is fine.',"b""Caster, Director Akikawa, Fine Motion, Fine's Father, Monologue, Security Captain, Young Fine Motion"""
b'Life is full of wonders.',"b""Cat, Fine Motion, Fine's Friend, Monologue, Pet Owner"""
b'Home sweet home.',"b""???, Captain's Voice over Phone, Dragon, Fine & Captain, Fine Motion, Monologue, Owner of Ramen Rampage, Security Captain"""
b'Love the life you live.',"b""Everyone, Fine Motion, Fine's Friend A, Fine's Friend B, Monologue"""
b'Introducing Fine Motion!',"b""Fine Motion, Fine's Father, Monologue, Security Captain, Trainer"""
b'Before the Debut',"b'Fine Motion, Monologue'"
b'After the Debut: First Step',"b'Fine Motion, Monologue'"
b'This Is Who I Am',"b'Diner Staff, Fine Motion, Monologue'"
b'My Dear...',"b'Air Shakur, Fine Motion, Monologue'"
b'Something Special',"b'Air Groove, Caster, Cheers from the TV, Fine Motion, Monologue'"
b'Goal Achieved: Open Horizon',"b'Fine Motion, Monologue'"
"b""New Year's Resolutions""","b'Children, Fine Motion, Monologue'"
b'Before the Oka Sho',"b'Fan A, Fan B, Fan C, Fine Motion, Monologue, Spectator D, Spectators, Trembling Umamusume'"
b'After the Oka Sho: Touched',"b'Fan A, Fan B, Fine Motion, Monologue, Trembling Umamusume'"
b'Before the Japanese Oaks',"b'Fine Motion, Monologue, Trembling Umamusume'"
b'After the Japanese Oaks: Full of Joy',"b'Fan A, Fan B, Fine Motion, Formerly Trembling Umamusume, Monologue, Spectators'"
b'Summer Camp (Year 2) Begins!',"b'Air Shakur, Chatting Umamusume, Fine Motion, Monologue, Security Captain'"
b'At Summer Camp (Year 2)',"b'Air Shakur, Fine Motion, Monologue, Older Student, Reporter A, Reporter B, Reporter C, Reporters, Security Captain'"
b'Summer Camp (Year 2) Ends',"b'Air Shakur, Fine Motion, Monologue'"
b'Fellow Students',"b'Daiwa Scarlet, Fine Motion, Monologue, Security Captain, Zenno Rob Roy'"
b'Before the Shuka Sho',"b'Fan A, Fine Motion, Formerly Trembling Umamusume, Monologue, Spectators'"
b'After the Shuka Sho: Beautiful Sky',"b'Air Shakur, Fan A, Fan B, Fine Motion, Interviewer, Kawakami Princess, Monologue, Passerby A, Passerby B, Passersby, Reporter A, Reporters, Spectators, TV Audio'"
b'Before the Queen Elizabeth II Cup',"b""Air Shakur, Fan A, Fan B, Fine Motion, Fine's Older Sister, Kawakami Princess, Monologue, Spectators A and B"""
b'After the Queen Elizabeth II Cup: Victory!',"b'Air Shakur, Fine Motion, Kawakami Princess, Monologue, Spectators'"
b'After the Queen Elizabeth II Cup: Defeat...',"b'Air Shakur, Fine Motion, Kawakami Princess, Monologue, Spectators'"
"b""New Year's Shrine Visit""","b'Air Shakur, Fine Motion, Monologue, Security Captain'"
b'Raffle Time!',"b'Fine Motion, Monologue, Raffle Clerk'"
"b""Valentine's Day""","b'Air Groove, Fine Motion, Monologue, Security Captain'"
b'Destiny',"b'Air Shakur, Fine Motion, Monologue, Security Captain, Voice from the Screen'"
b'Before the Osaka Hai',"b'Daiwa Scarlet, Fine Motion, Monologue'"
b'After the Osaka Hai: Just a Dream...',"b'Daiwa Scarlet, Fan A, Fan B, Fine Motion, Monologue, Security Captain, Spectators'"
b'Fan Fest',"b'Academy Announcement, Event Announcer, Fans, Fine Motion, Monologue, Security Captain, Spectators'"
b'Before the Takarazuka Kinen',"b'Air Shakur, Fan A, Fan B, Fine Motion, Monologue, Zenno Rob Roy'"
b'After the Takarazuka Kinen: Weave a Story',"b'Air Shakur, Fan A, Fan B, Fine Motion, Monologue, Spectators, Zenno Rob Roy'"
b'Summer Camp (Year 3) Begins!',"b'Air Shakur, Fine Motion, Monologue'"
b'Before the Sapporo Kinen',"b'Air Groove, Fine Motion, Monologue, Reporter A, Reporters'"
b'After the Sapporo Kinen: Home Straight',"b""Air Groove, Fan A, Fans, Fine Motion, Fine's Older Sister, Monologue, Security Captain"""
b'After the Sapporo Kinen: Home Straight',"b""Air Groove, Fan A, Fans, Fine Motion, Fine's Older Sister, Monologue, Security Captain"""
b'Who Shall Be My Escort?',"b'Air Shakur, Fine Motion, Monologue'"
b'Summer Camp (Year 3) Ends',"b'Fine Motion, Monologue'"
b'Before the Tenno Sho (Autumn)',"b'Fine Motion, Monologue, Zenno Rob Roy'"
b'After the Tenno Sho (Autumn): Ever After',"b'Fine Motion, Monologue, Spectators, Spectators A and B, Zenno Rob Roy'"
b'Before the Queen Elizabeth II Cup',"b'Air Groove, Fine Motion, Monologue'"
b'After the Queen Elizabeth II Cup: Respect',"b'Air Groove, Fine Motion, Spectators, Spectators A and B'"
b'Before the Mile Ch.',"b'Fan A, Fan B, Fine Motion, Kawakami Princess, Monologue'"
b'After the Mile Ch.: Rival',"b'Fine Motion, Kawakami Princess, Monologue, Spectators, Spectators A and B'"
b'Holiday Season',"b'Fine Motion, Monologue, Security Captain, Tazuna Hayakawa'"
b'Before the Arima Kinen',"b'Air Shakur, Daiwa Scarlet, Fine Motion, Monologue'"
b'Fork in the Road',"b'Air Shakur, Fan A, Fan B, Fans, Fine Motion, Monologue'"
b'After the Arima Kinen: Sweet Memories',"b'Air Shakur, Daiwa Scarlet, Fans, Fine Motion, Monologue, Spectators, Spectators A and B'"
b'Such Sweet Sorrow...',"b'Air Groove, Air Shakur, Fan A, Fan B, Fans, Fine Motion, Monologue, Security Captain, Shopkeeper'"
b'Hot Spring Getaway',"b'Fine Motion, Monologue, Security Captain'"
b'Ending (Normal)',"b'Air Shakur, Fine Motion, Monologue'"
"b""Rain or Shine, I'm Fine!""","b'Air Groove, Air Shakur, Daiwa Scarlet, Fine Motion, Irish Ambassador, Kawakami Princess, Monologue, Zenno Rob Roy'"
b'Race Fatigue',"b'Fine Motion, Monologue'"
b'Get Well Soon!',"b'Fine Motion, Monologue'"
b'Before the Arima Kinen',"b'Air Shakur, Daiwa Scarlet, Fine Motion'"
b'After the Arima Kinen: Still with You',"b'Air Shakur, Daiwa Scarlet, Fans, Fine Motion, Monologue, Spectators'"
b'After the Arima Kinen: Still with You',"b'Air Shakur, Daiwa Scarlet, Fans, Fine Motion, Monologue, Spectators'"
b'Ready for a Challenge',b'Fine Motion'
b'Not This Time!',b'Fine Motion'
b'Claw Machine!',"b'Fine Motion, Monologue'"
b'Claw Machine: Great Success!',"b'Fine Motion, Monologue'"
b'Claw Machine: Success!',"b'Fine Motion, Monologue'"
b'Claw Machine: Failure...',"b'Fine Motion, Monologue'"
b'Claw Machine: Great Success!',"b'Fine Motion, Monologue'"
b'Claw Machine: Success!',"b'Fine Motion, Monologue'"
b'Master Trainer',"b'Fine Motion, Security Captain'"
b'Dance Lesson',"b'Fine Motion, Monologue'"
b'Fan Letter',"b'Fine Motion, Monologue, Security Captain'"
